"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 12 is a password comparison with a string literal","/CWE-200_ESI-1b.py","12","31","12","52"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 16 is a password comparison with a string literal","/CWE-200_ESI-2b.py","16","47","16","76"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 21 is a password comparison with a string literal","/CWE-306_MAC-1a.py","21","42","21","66"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 22 is a password comparison with a string literal","/CWE-306_MAC-2c.py","22","32","22","53"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 26 is a password comparison with a string literal","/CWE-306_MAC-2c.py","26","33","26","54"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 62 is a password comparison with a string literal","/CWE-306_MAC-3c.py","62","46","62","67"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 16 is a password comparison with a string literal","/CWE-798_UHC-1a.py","16","41","16","76"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 15 is a password comparison with a string literal","/CWE-798_UHC-1b.py","15","43","15","72"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-200_ESI-2a.py","22","9","22","27"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-200_ESI-2a.py","23","9","23","31"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-434_UUF-2a.py","17","42","17","54"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-434_UUF-2a.py","18","42","18","62"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-434_UUF-2b.py","10","35","10","49"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-434_UUF-2b.py","10","52","10","70"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-502_DUD-2a.py","21","9","21","27"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-502_DUD-2a.py","22","9","22","31"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-502_DUD-2c.py","19","9","19","27"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-502_DUD-2c.py","20","9","20","31"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-522_IPC-2a.py","10","40","10","54"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","passwd","/CWE-522_IPC-2a.py","10","57","10","73"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-798_UHC-3a.py","14","9","14","25"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-798_UHC-3a.py","15","9","15","29"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-89_SQI-1b.py","13","5","13","17"
