"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 24 is a password comparison with a string literal","/CWE-306_MAC-1a.py","24","36","24","55"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 18 is a password comparison with a string literal","/CWE-306_MAC-2c.py","18","32","18","53"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 15 is a password comparison with a string literal","/CWE-798_UHC-1a.py","15","43","15","72"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-b","","warning","cwe-798: Compare at line 16 is a password comparison with a string literal","/CWE-798_UHC-1b.py","16","43","16","72"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-200_ESI-1c.py","13","5","13","15"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-200_ESI-1c.py","14","5","14","23"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-200_ESI-2a.py","14","9","14","23"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-200_ESI-2a.py","15","9","15","25"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-200_ESI-2b.py","13","9","13","23"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-200_ESI-2b.py","14","9","14","25"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-200_ESI-3b.py","16","9","16","28"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-200_ESI-3b.py","17","9","17","32"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-306_MAC-3b.py","14","5","14","19"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-306_MAC-3b.py","15","5","15","23"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-434_UUF-1a.py","23","9","23","19"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-434_UUF-1a.py","24","9","24","23"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-434_UUF-2a.py","12","9","12","19"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-434_UUF-2a.py","13","9","13","27"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-434_UUF-2b.py","18","9","18","24"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-434_UUF-2b.py","19","9","19","27"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-502_DUD-2b.py","23","7","23","21"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-502_DUD-2b.py","24","7","24","25"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-502_DUD-2c.py","21","9","21","27"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-502_DUD-2c.py","22","9","22","31"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-522_IPC-3b.py","12","5","12","23"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-522_IPC-3b.py","13","5","13","27"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-798_UHC-2a.py","17","9","17","28"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-798_UHC-2a.py","18","9","18","32"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","user","/CWE-798_UHC-3a.py","15","9","15","21"
"Check for CWE-798 in codeql-eg-HardcodedCredentials-c","","warning","password","/CWE-798_UHC-3a.py","16","9","16","29"
